"","sum","sample_name","mesocosm","type","day","dispersal","temperature","infusion","variable","value","rowid"
"6508",35254,"M_D5_SG2_7_S396_L001","SG2.7","Microbial Water","4","D","H","SG","Otu0096",0,6508
"6509",29466,"M_D5_SG2_8_S397_L001","SG2.8","Microbial Water","4","D","H","SG","Otu0096",0,6509
"6510",29098,"M_D5_SG3_1_S398_L001","SG3.1","Microbial Water","4","N","C","SG","Otu0096",0,6510
"6511",34789,"M_D5_SG3_2_S399_L001","SG3.2","Microbial Water","4","N","C","SG","Otu0096",0,6511
"6512",34186,"M_D5_SG3_3_S400_L001","SG3.3","Microbial Water","4","D","C","SG","Otu0096",0,6512
"6513",22398,"M_D5_SG3_4_S401_L001","SG3.4","Microbial Water","4","D","C","SG","Otu0096",0,6513
"6514",36986,"M_D5_SG3_5_S402_L001","SG3.5","Microbial Water","4","N","H","SG","Otu0096",0,6514
"6515",34281,"M_D5_SG3_6_S403_L001","SG3.6","Microbial Water","4","N","H","SG","Otu0096",0,6515
"6516",29752,"M_D5_SG3_7_S404_L001","SG3.7","Microbial Water","4","D","H","SG","Otu0096",0,6516
"6517",16084,"M_D5_SG3_8_S405_L001","SG3.8","Microbial Water","4","D","H","SG","Otu0096",0,6517
"6518",52361,"M_D5_SW1_1_S406_L001","SW1.1","Microbial Water","4","N","C","SW","Otu0096",0,6518
"6519",55623,"M_D5_SW1_2_S407_L001","SW1.2","Microbial Water","4","N","C","SW","Otu0096",0,6519
"6520",51254,"M_D5_SW1_3_S408_L001","SW1.3","Microbial Water","4","D","C","SW","Otu0096",0,6520
"6521",42549,"M_D5_SW1_4_S409_L001","SW1.4","Microbial Water","4","D","C","SW","Otu0096",0,6521
"6522",44768,"M_D5_SW1_5_S410_L001","SW1.5","Microbial Water","4","N","H","SW","Otu0096",0,6522
"6523",42813,"M_D5_SW1_6_S411_L001","SW1.6","Microbial Water","4","N","H","SW","Otu0096",0,6523
"6524",44578,"M_D5_SW1_7_S412_L001","SW1.7","Microbial Water","4","D","H","SW","Otu0096",0,6524
"6525",36076,"M_D5_SW1_8_S413_L001","SW1.8","Microbial Water","4","D","H","SW","Otu0096",0,6525
"6526",64191,"M_D5_SW2_1_S414_L001","SW2.1","Microbial Water","4","N","C","SW","Otu0096",0,6526
"6527",49930,"M_D5_SW2_2_S415_L001","SW2.2","Microbial Water","4","N","C","SW","Otu0096",0,6527
"6528",68028,"M_D5_SW2_3_S416_L001","SW2.3","Microbial Water","4","D","C","SW","Otu0096",0,6528
"6529",56080,"M_D5_SW2_4_S417_L001","SW2.4","Microbial Water","4","D","C","SW","Otu0096",0,6529
"6530",49549,"M_D5_SW2_5_S418_L001","SW2.5","Microbial Water","4","N","H","SW","Otu0096",0,6530
"6531",53283,"M_D5_SW2_6_S419_L001","SW2.6","Microbial Water","4","N","H","SW","Otu0096",0,6531
"6532",56698,"M_D5_SW2_7_S420_L001","SW2.7","Microbial Water","4","D","H","SW","Otu0096",0,6532
"6533",44364,"M_D5_SW2_8_S421_L001","SW2.8","Microbial Water","4","D","H","SW","Otu0096",0,6533
"6534",44526,"M_D5_SW3_1_S422_L001","SW3.1","Microbial Water","4","N","C","SW","Otu0096",0,6534
"6535",47849,"M_D5_SW3_2_S423_L001","SW3.2","Microbial Water","4","N","C","SW","Otu0096",0,6535
"6536",45819,"M_D5_SW3_3_S424_L001","SW3.3","Microbial Water","4","D","C","SW","Otu0096",0,6536
"6537",37500,"M_D5_SW3_4_S425_L001","SW3.4","Microbial Water","4","D","C","SW","Otu0096",0,6537
"6538",33123,"M_D5_SW3_5_S426_L001","SW3.5","Microbial Water","4","N","H","SW","Otu0096",0,6538
"6539",37989,"M_D5_SW3_6_S427_L001","SW3.6","Microbial Water","4","N","H","SW","Otu0096",0,6539
"6540",44036,"M_D5_SW3_7_S428_L001","SW3.7","Microbial Water","4","D","H","SW","Otu0096",0,6540
"6541",43600,"M_D5_SW3_8_S429_L001","SW3.8","Microbial Water","4","D","H","SW","Otu0096",0,6541
"6542",25797,"M_D13_OL1_1_S216_L001","OL1.1","Microbial Water","12","N","C","OL","Otu0147",0,6542
"6543",34134,"M_D13_OL1_2_S217_L001","OL1.2","Microbial Water","12","N","C","OL","Otu0147",17,6543
"6544",15861,"M_D13_OL1_3_S218_L001","OL1.3","Microbial Water","12","D","C","OL","Otu0147",8,6544
"6545",49290,"M_D13_OL1_4_S219_L001","OL1.4","Microbial Water","12","D","C","OL","Otu0147",47,6545
"6546",44524,"M_D13_OL1_6_S221_L001","OL1.6","Microbial Water","12","N","H","OL","Otu0147",92,6546
"6547",32244,"M_D13_OL1_7_S222_L001","OL1.7","Microbial Water","12","D","H","OL","Otu0147",41,6547
"6548",32456,"M_D13_OL1_8_S223_L001","OL1.8","Microbial Water","12","D","H","OL","Otu0147",20,6548
"6549",39177,"M_D13_OL2_1_S224_L001","OL2.1","Microbial Water","12","N","C","OL","Otu0147",22,6549
"6550",31583,"M_D13_OL2_2_S225_L001","OL2.2","Microbial Water","12","N","C","OL","Otu0147",39,6550
"6551",23414,"M_D13_OL2_3_S226_L001","OL2.3","Microbial Water","12","D","C","OL","Otu0147",0,6551
"6552",36063,"M_D13_OL2_4_S227_L001","OL2.4","Microbial Water","12","D","C","OL","Otu0147",26,6552
"6553",21732,"M_D13_OL2_5_S228_L001","OL2.5","Microbial Water","12","N","H","OL","Otu0147",14,6553
"6554",29456,"M_D13_OL2_6_S229_L001","OL2.6","Microbial Water","12","N","H","OL","Otu0147",25,6554
"6555",28640,"M_D13_OL2_7_S230_L001","OL2.7","Microbial Water","12","D","H","OL","Otu0147",0,6555
"6556",30425,"M_D13_OL2_8_S231_L001","OL2.8","Microbial Water","12","D","H","OL","Otu0147",0,6556
"6557",25545,"M_D13_OL3_1_S232_L001","OL3.1","Microbial Water","12","N","C","OL","Otu0147",17,6557
"6558",32992,"M_D13_OL3_2_S233_L001","OL3.2","Microbial Water","12","N","C","OL","Otu0147",43,6558
"6559",34293,"M_D13_OL3_3_S234_L001","OL3.3","Microbial Water","12","D","C","OL","Otu0147",27,6559
"6560",33392,"M_D13_OL3_4_S235_L001","OL3.4","Microbial Water","12","D","C","OL","Otu0147",27,6560
"6561",22690,"M_D13_OL3_5_S236_L001","OL3.5","Microbial Water","12","N","H","OL","Otu0147",46,6561
"6562",40923,"M_D13_OL3_6_S237_L001","OL3.6","Microbial Water","12","N","H","OL","Otu0147",14,6562
"6563",26840,"M_D13_OL3_7_S238_L001","OL3.7","Microbial Water","12","D","H","OL","Otu0147",13,6563
"6564",19789,"M_D13_OL3_8_S239_L001","OL3.8","Microbial Water","12","D","H","OL","Otu0147",10,6564
"6565",16223,"M_D13_SG1_1_S240_L001","SG1.1","Microbial Water","12","N","C","SG","Otu0147",0,6565
"6566",13958,"M_D13_SG1_2_S241_L001","SG1.2","Microbial Water","12","N","C","SG","Otu0147",0,6566
"6567",25151,"M_D13_SG1_3_S242_L001","SG1.3","Microbial Water","12","D","C","SG","Otu0147",0,6567
"6568",17796,"M_D13_SG1_4_S243_L001","SG1.4","Microbial Water","12","D","C","SG","Otu0147",0,6568
"6569",16352,"M_D13_SG1_5_S244_L001","SG1.5","Microbial Water","12","N","H","SG","Otu0147",0,6569
"6570",29384,"M_D13_SG1_6_S245_L001","SG1.6","Microbial Water","12","N","H","SG","Otu0147",16,6570
"6571",20666,"M_D13_SG1_7_S246_L001","SG1.7","Microbial Water","12","D","H","SG","Otu0147",0,6571
"6572",27823,"M_D13_SG1_8_S247_L001","SG1.8","Microbial Water","12","D","H","SG","Otu0147",0,6572
"6573",18245,"M_D13_SG2_1_S248_L001","SG2.1","Microbial Water","12","N","C","SG","Otu0147",0,6573
"6574",22164,"M_D13_SG2_2_S249_L001","SG2.2","Microbial Water","12","N","C","SG","Otu0147",0,6574
"6575",25350,"M_D13_SG2_3_S250_L001","SG2.3","Microbial Water","12","D","C","SG","Otu0147",0,6575
"6576",18306,"M_D13_SG2_4_S251_L001","SG2.4","Microbial Water","12","D","C","SG","Otu0147",0,6576
"6577",13094,"M_D13_SG2_5_S252_L001","SG2.5","Microbial Water","12","N","H","SG","Otu0147",0,6577
"6578",11980,"M_D13_SG2_6_S253_L001","SG2.6","Microbial Water","12","N","H","SG","Otu0147",0,6578
"6579",16803,"M_D13_SG2_8_S255_L001","SG2.8","Microbial Water","12","D","H","SG","Otu0147",0,6579
"6580",17195,"M_D13_SG3_1_S256_L001","SG3.1","Microbial Water","12","N","C","SG","Otu0147",0,6580
"6581",28688,"M_D13_SG3_2_S257_L001","SG3.2","Microbial Water","12","N","C","SG","Otu0147",18,6581
"6582",22724,"M_D13_SG3_3_S258_L001","SG3.3","Microbial Water","12","D","C","SG","Otu0147",0,6582
"6583",36193,"M_D13_SG3_4_S259_L001","SG3.4","Microbial Water","12","D","C","SG","Otu0147",0,6583
"6584",21734,"M_D13_SG3_5_S260_L001","SG3.5","Microbial Water","12","N","H","SG","Otu0147",0,6584
"6585",22536,"M_D13_SG3_6_S261_L001","SG3.6","Microbial Water","12","N","H","SG","Otu0147",0,6585
"6586",17216,"M_D13_SG3_7_S262_L001","SG3.7","Microbial Water","12","D","H","SG","Otu0147",0,6586
"6587",15309,"M_D13_SG3_8_S263_L001","SG3.8","Microbial Water","12","D","H","SG","Otu0147",0,6587
"6588",18733,"M_D13_SW1_1_S264_L001","SW1.1","Microbial Water","12","N","C","SW","Otu0147",0,6588
"6589",15053,"M_D13_SW1_2_S265_L001","SW1.2","Microbial Water","12","N","C","SW","Otu0147",0,6589
"6590",25973,"M_D13_SW1_3_S266_L001","SW1.3","Microbial Water","12","D","C","SW","Otu0147",0,6590
"6591",22663,"M_D13_SW1_4_S267_L001","SW1.4","Microbial Water","12","D","C","SW","Otu0147",0,6591
"6592",38842,"M_D13_SW1_5_S268_L001","SW1.5","Microbial Water","12","N","H","SW","Otu0147",0,6592
"6593",40601,"M_D13_SW1_6_S269_L001","SW1.6","Microbial Water","12","N","H","SW","Otu0147",0,6593
"6594",21656,"M_D13_SW1_7_S270_L001","SW1.7","Microbial Water","12","D","H","SW","Otu0147",0,6594
"6595",26330,"M_D13_SW1_8_S271_L001","SW1.8","Microbial Water","12","D","H","SW","Otu0147",0,6595
"6596",30490,"M_D13_SW2_1_S461_L001","SW2.1","Microbial Water","12","N","C","SW","Otu0147",0,6596
"6597",26891,"M_D13_SW2_2_S272_L001","SW2.2","Microbial Water","12","N","C","SW","Otu0147",0,6597
"6598",26396,"M_D13_SW2_3_S273_L001","SW2.3","Microbial Water","12","D","C","SW","Otu0147",0,6598
"6599",29091,"M_D13_SW2_4_S274_L001","SW2.4","Microbial Water","12","D","C","SW","Otu0147",0,6599
"6600",17144,"M_D13_SW2_5_S275_L001","SW2.5","Microbial Water","12","N","H","SW","Otu0147",0,6600
"6601",34158,"M_D13_SW2_6_S276_L001","SW2.6","Microbial Water","12","N","H","SW","Otu0147",0,6601
"6602",24683,"M_D13_SW2_7_S277_L001","SW2.7","Microbial Water","12","D","H","SW","Otu0147",0,6602
"6603",17957,"M_D13_SW2_8_S278_L001","SW2.8","Microbial Water","12","D","H","SW","Otu0147",0,6603
"6604",25173,"M_D13_SW3_1_S279_L001","SW3.1","Microbial Water","12","N","C","SW","Otu0147",0,6604
"6605",32434,"M_D13_SW3_2_S280_L001","SW3.2","Microbial Water","12","N","C","SW","Otu0147",0,6605
"6606",23734,"M_D13_SW3_3_S281_L001","SW3.3","Microbial Water","12","D","C","SW","Otu0147",0,6606
"6607",22840,"M_D13_SW3_4_S282_L001","SW3.4","Microbial Water","12","D","C","SW","Otu0147",0,6607
"6608",34171,"M_D13_SW3_5_S283_L001","SW3.5","Microbial Water","12","N","H","SW","Otu0147",0,6608
"6609",29218,"M_D13_SW3_6_S284_L001","SW3.6","Microbial Water","12","N","H","SW","Otu0147",0,6609
"6610",29543,"M_D13_SW3_7_S285_L001","SW3.7","Microbial Water","12","D","H","SW","Otu0147",0,6610
"6611",30900,"M_D13_SW3_8_S286_L001","SW3.8","Microbial Water","12","D","H","SW","Otu0147",0,6611
"6612",21015,"M_D21_OL1_1_S287_L001","OL1.1","Microbial Water","20","N","C","OL","Otu0147",0,6612
"6613",29861,"M_D21_OL1_2_S288_L001","OL1.2","Microbial Water","20","N","C","OL","Otu0147",20,6613
"6614",33667,"M_D21_OL1_3_S289_L001","OL1.3","Microbial Water","20","D","C","OL","Otu0147",13,6614
"6615",30004,"M_D21_OL1_4_S290_L001","OL1.4","Microbial Water","20","D","C","OL","Otu0147",0,6615
"6616",29511,"M_D21_OL1_5_S291_L001","OL1.5","Microbial Water","20","N","H","OL","Otu0147",18,6616
"6617",29723,"M_D21_OL1_6_S292_L001","OL1.6","Microbial Water","20","N","H","OL","Otu0147",7,6617
"6618",30399,"M_D21_OL1_7_S293_L001","OL1.7","Microbial Water","20","D","H","OL","Otu0147",0,6618
"6619",36711,"M_D21_OL1_8_S294_L001","OL1.8","Microbial Water","20","D","H","OL","Otu0147",14,6619
"6620",25148,"M_D21_OL2_1_S295_L001","OL2.1","Microbial Water","20","N","C","OL","Otu0147",0,6620
"6621",43018,"M_D21_OL2_2_S296_L001","OL2.2","Microbial Water","20","N","C","OL","Otu0147",19,6621
"6622",26488,"M_D21_OL2_3_S297_L001","OL2.3","Microbial Water","20","D","C","OL","Otu0147",0,6622
"6623",24313,"M_D21_OL2_4_S298_L001","OL2.4","Microbial Water","20","D","C","OL","Otu0147",22,6623
"6624",36637,"M_D21_OL2_5_S299_L001","OL2.5","Microbial Water","20","N","H","OL","Otu0147",0,6624
"6625",31328,"M_D21_OL2_6_S300_L001","OL2.6","Microbial Water","20","N","H","OL","Otu0147",12,6625
"6626",28482,"M_D21_OL2_7_S301_L001","OL2.7","Microbial Water","20","D","H","OL","Otu0147",0,6626
"6627",14552,"M_D21_OL2_8_S302_L001","OL2.8","Microbial Water","20","D","H","OL","Otu0147",0,6627
"6628",17314,"M_D21_OL3_1_S303_L001","OL3.1","Microbial Water","20","N","C","OL","Otu0147",0,6628
"6629",25450,"M_D21_OL3_2_S304_L001","OL3.2","Microbial Water","20","N","C","OL","Otu0147",0,6629
"6630",25244,"M_D21_OL3_3_S305_L001","OL3.3","Microbial Water","20","D","C","OL","Otu0147",0,6630
"6631",31469,"M_D21_OL3_4_S306_L001","OL3.4","Microbial Water","20","D","C","OL","Otu0147",12,6631
"6632",32709,"M_D21_OL3_5_S307_L001","OL3.5","Microbial Water","20","N","H","OL","Otu0147",0,6632
"6633",24302,"M_D21_OL3_6_S465_L001","OL3.6","Microbial Water","20","N","H","OL","Otu0147",7,6633
"6634",20279,"M_D21_OL3_7_S308_L001","OL3.7","Microbial Water","20","D","H","OL","Otu0147",0,6634
"6635",21443,"M_D21_OL3_8_S309_L001","OL3.8","Microbial Water","20","D","H","OL","Otu0147",0,6635
"6636",11702,"M_D21_SG1_1_S310_L001","SG1.1","Microbial Water","20","N","C","SG","Otu0147",0,6636
"6637",13527,"M_D21_SG1_2_S311_L001","SG1.2","Microbial Water","20","N","C","SG","Otu0147",0,6637
"6638",22784,"M_D21_SG1_3_S312_L001","SG1.3","Microbial Water","20","D","C","SG","Otu0147",0,6638
"6639",12721,"M_D21_SG1_4_S313_L001","SG1.4","Microbial Water","20","D","C","SG","Otu0147",0,6639
"6640",12970,"M_D21_SG1_5_S314_L001","SG1.5","Microbial Water","20","N","H","SG","Otu0147",0,6640
"6641",13596,"M_D21_SG1_6_S315_L001","SG1.6","Microbial Water","20","N","H","SG","Otu0147",0,6641
"6642",15158,"M_D21_SG1_7_S316_L001","SG1.7","Microbial Water","20","D","H","SG","Otu0147",0,6642
"6643",12534,"M_D21_SG1_8_S317_L001","SG1.8","Microbial Water","20","D","H","SG","Otu0147",0,6643
"6644",12927,"M_D21_SG2_1_S318_L001","SG2.1","Microbial Water","20","N","C","SG","Otu0147",0,6644
"6645",17801,"M_D21_SG2_2_S319_L001","SG2.2","Microbial Water","20","N","C","SG","Otu0147",0,6645
"6646",20352,"M_D21_SG2_3_S320_L001","SG2.3","Microbial Water","20","D","C","SG","Otu0147",0,6646
"6647",20754,"M_D21_SG2_4_S321_L001","SG2.4","Microbial Water","20","D","C","SG","Otu0147",0,6647
"6648",12617,"M_D21_SG2_5_S322_L001","SG2.5","Microbial Water","20","N","H","SG","Otu0147",0,6648
"6649",14182,"M_D21_SG2_6_S323_L001","SG2.6","Microbial Water","20","N","H","SG","Otu0147",0,6649
"6650",17356,"M_D21_SG2_7_S324_L001","SG2.7","Microbial Water","20","D","H","SG","Otu0147",0,6650
"6651",16755,"M_D21_SG2_8_S325_L001","SG2.8","Microbial Water","20","D","H","SG","Otu0147",0,6651
"6652",19402,"M_D21_SG3_1_S326_L001","SG3.1","Microbial Water","20","N","C","SG","Otu0147",0,6652
"6653",15357,"M_D21_SG3_2_S327_L001","SG3.2","Microbial Water","20","N","C","SG","Otu0147",0,6653
"6654",11413,"M_D21_SG3_3_S328_L001","SG3.3","Microbial Water","20","D","C","SG","Otu0147",0,6654
"6655",18353,"M_D21_SG3_4_S329_L001","SG3.4","Microbial Water","20","D","C","SG","Otu0147",0,6655
"6656",25997,"M_D21_SG3_5_S330_L001","SG3.5","Microbial Water","20","N","H","SG","Otu0147",0,6656
"6657",25412,"M_D21_SG3_6_S331_L001","SG3.6","Microbial Water","20","N","H","SG","Otu0147",0,6657
"6658",17369,"M_D21_SG3_7_S332_L001","SG3.7","Microbial Water","20","D","H","SG","Otu0147",0,6658
"6659",17703,"M_D21_SG3_8_S333_L001","SG3.8","Microbial Water","20","D","H","SG","Otu0147",0,6659
"6660",14924,"M_D21_SW1_1_S334_L001","SW1.1","Microbial Water","20","N","C","SW","Otu0147",0,6660
"6661",11755,"M_D21_SW1_2_S335_L001","SW1.2","Microbial Water","20","N","C","SW","Otu0147",0,6661
"6662",15956,"M_D21_SW1_3_S336_L001","SW1.3","Microbial Water","20","D","C","SW","Otu0147",0,6662
"6663",18681,"M_D21_SW1_4_S337_L001","SW1.4","Microbial Water","20","D","C","SW","Otu0147",0,6663
"6664",20837,"M_D21_SW1_6_S339_L001","SW1.6","Microbial Water","20","N","H","SW","Otu0147",0,6664
"6665",26421,"M_D21_SW1_7_S340_L001","SW1.7","Microbial Water","20","D","H","SW","Otu0147",0,6665
"6666",17578,"M_D21_SW1_8_S341_L001","SW1.8","Microbial Water","20","D","H","SW","Otu0147",0,6666
"6667",19344,"M_D21_SW2_1_S342_L001","SW2.1","Microbial Water","20","N","C","SW","Otu0147",0,6667
"6668",23041,"M_D21_SW2_2_S343_L001","SW2.2","Microbial Water","20","N","C","SW","Otu0147",0,6668
"6669",20588,"M_D21_SW2_3_S344_L001","SW2.3","Microbial Water","20","D","C","SW","Otu0147",0,6669
"6670",17025,"M_D21_SW2_4_S345_L001","SW2.4","Microbial Water","20","D","C","SW","Otu0147",0,6670
"6671",16193,"M_D21_SW2_5_S346_L001","SW2.5","Microbial Water","20","N","H","SW","Otu0147",0,6671
"6672",19314,"M_D21_SW2_6_S347_L001","SW2.6","Microbial Water","20","N","H","SW","Otu0147",0,6672
"6673",15989,"M_D21_SW2_7_S348_L001","SW2.7","Microbial Water","20","D","H","SW","Otu0147",0,6673
"6674",18660,"M_D21_SW2_8_S349_L001","SW2.8","Microbial Water","20","D","H","SW","Otu0147",0,6674
"6675",11652,"M_D21_SW3_1_S350_L001","SW3.1","Microbial Water","20","N","C","SW","Otu0147",0,6675
"6676",24338,"M_D21_SW3_2_S351_L001","SW3.2","Microbial Water","20","N","C","SW","Otu0147",0,6676
"6677",56793,"M_D21_SW3_3_S352_L001","SW3.3","Microbial Water","20","D","C","SW","Otu0147",0,6677
"6678",22278,"M_D21_SW3_4_S353_L001","SW3.4","Microbial Water","20","D","C","SW","Otu0147",0,6678
"6679",29791,"M_D21_SW3_5_S354_L001","SW3.5","Microbial Water","20","N","H","SW","Otu0147",0,6679
"6680",21398,"M_D21_SW3_6_S355_L001","SW3.6","Microbial Water","20","N","H","SW","Otu0147",0,6680
"6681",16982,"M_D21_SW3_7_S356_L001","SW3.7","Microbial Water","20","D","H","SW","Otu0147",0,6681
"6682",13400,"M_D21_SW3_8_S357_L001","SW3.8","Microbial Water","20","D","H","SW","Otu0147",0,6682
"6683",17327,"M_D5_OL1_1_S358_L001","OL1.1","Microbial Water","4","N","C","OL","Otu0147",0,6683
"6684",12122,"M_D5_OL1_2_S359_L001","OL1.2","Microbial Water","4","N","C","OL","Otu0147",5,6684
"6685",17143,"M_D5_OL1_3_S360_L001","OL1.3","Microbial Water","4","D","C","OL","Otu0147",0,6685
"6686",16614,"M_D5_OL1_4_S361_L001","OL1.4","Microbial Water","4","D","C","OL","Otu0147",0,6686
"6687",21221,"M_D5_OL1_5_S362_L001","OL1.5","Microbial Water","4","N","H","OL","Otu0147",0,6687
"6688",26922,"M_D5_OL1_6_S363_L001","OL1.6","Microbial Water","4","N","H","OL","Otu0147",8,6688
"6689",29553,"M_D5_OL1_7_S364_L001","OL1.7","Microbial Water","4","D","H","OL","Otu0147",14,6689
"6690",25927,"M_D5_OL1_8_S365_L001","OL1.8","Microbial Water","4","D","H","OL","Otu0147",13,6690
"6691",29777,"M_D5_OL2_1_S366_L001","OL2.1","Microbial Water","4","N","C","OL","Otu0147",12,6691
"6692",31209,"M_D5_OL2_2_S367_L001","OL2.2","Microbial Water","4","N","C","OL","Otu0147",14,6692
"6693",29723,"M_D5_OL2_3_S368_L001","OL2.3","Microbial Water","4","D","C","OL","Otu0147",10,6693
"6694",16381,"M_D5_OL2_4_S369_L001","OL2.4","Microbial Water","4","D","C","OL","Otu0147",0,6694
"6695",15411,"M_D5_OL2_5_S370_L001","OL2.5","Microbial Water","4","N","H","OL","Otu0147",0,6695
"6696",14493,"M_D5_OL2_6_S371_L001","OL2.6","Microbial Water","4","N","H","OL","Otu0147",0,6696
"6697",17917,"M_D5_OL2_7_S372_L001","OL2.7","Microbial Water","4","D","H","OL","Otu0147",13,6697
"6698",16880,"M_D5_OL2_8_S373_L001","OL2.8","Microbial Water","4","D","H","OL","Otu0147",0,6698
"6699",21182,"M_D5_OL3_1_S374_L001","OL3.1","Microbial Water","4","N","C","OL","Otu0147",0,6699
"6700",18826,"M_D5_OL3_2_S375_L001","OL3.2","Microbial Water","4","N","C","OL","Otu0147",0,6700
"6701",36226,"M_D5_OL3_3_S376_L001","OL3.3","Microbial Water","4","D","C","OL","Otu0147",0,6701
"6702",32033,"M_D5_OL3_4_S377_L001","OL3.4","Microbial Water","4","D","C","OL","Otu0147",0,6702
"6703",31235,"M_D5_OL3_5_S378_L001","OL3.5","Microbial Water","4","N","H","OL","Otu0147",0,6703
"6704",62069,"M_D5_OL3_6_S468_L001","OL3.6","Microbial Water","4","N","H","OL","Otu0147",25,6704
"6705",66176,"M_D5_OL3_7_S380_L001","OL3.7","Microbial Water","4","D","H","OL","Otu0147",0,6705
"6706",63408,"M_D5_OL3_8_S381_L001","OL3.8","Microbial Water","4","D","H","OL","Otu0147",19,6706
"6707",63949,"M_D5_SG1_1_S382_L001","SG1.1","Microbial Water","4","N","C","SG","Otu0147",0,6707
"6708",47874,"M_D5_SG1_2_S383_L001","SG1.2","Microbial Water","4","N","C","SG","Otu0147",0,6708
"6709",47316,"M_D5_SG1_3_S384_L001","SG1.3","Microbial Water","4","D","C","SG","Otu0147",0,6709
"6710",20040,"M_D5_SG1_4_S385_L001","SG1.4","Microbial Water","4","D","C","SG","Otu0147",0,6710
"6711",22810,"M_D5_SG1_5_S386_L001","SG1.5","Microbial Water","4","N","H","SG","Otu0147",0,6711
"6712",17252,"M_D5_SG1_7_S388_L001","SG1.7","Microbial Water","4","D","H","SG","Otu0147",0,6712
"6713",9237,"M_D5_SG1_8_S389_L001","SG1.8","Microbial Water","4","D","H","SG","Otu0147",0,6713
"6714",33694,"M_D5_SG2_1_S390_L001","SG2.1","Microbial Water","4","N","C","SG","Otu0147",0,6714
"6715",17077,"M_D5_SG2_2_S391_L001","SG2.2","Microbial Water","4","N","C","SG","Otu0147",0,6715
"6716",43499,"M_D5_SG2_3_S392_L001","SG2.3","Microbial Water","4","D","C","SG","Otu0147",0,6716
"6717",11257,"M_D5_SG2_5_S394_L001","SG2.5","Microbial Water","4","N","H","SG","Otu0147",0,6717
"6718",36265,"M_D5_SG2_6_S395_L001","SG2.6","Microbial Water","4","N","H","SG","Otu0147",8,6718
"6719",35254,"M_D5_SG2_7_S396_L001","SG2.7","Microbial Water","4","D","H","SG","Otu0147",8,6719
"6720",29466,"M_D5_SG2_8_S397_L001","SG2.8","Microbial Water","4","D","H","SG","Otu0147",0,6720
"6721",29098,"M_D5_SG3_1_S398_L001","SG3.1","Microbial Water","4","N","C","SG","Otu0147",4,6721
"6722",34789,"M_D5_SG3_2_S399_L001","SG3.2","Microbial Water","4","N","C","SG","Otu0147",0,6722
"6723",34186,"M_D5_SG3_3_S400_L001","SG3.3","Microbial Water","4","D","C","SG","Otu0147",0,6723
"6724",22398,"M_D5_SG3_4_S401_L001","SG3.4","Microbial Water","4","D","C","SG","Otu0147",0,6724
"6725",36986,"M_D5_SG3_5_S402_L001","SG3.5","Microbial Water","4","N","H","SG","Otu0147",0,6725
"6726",34281,"M_D5_SG3_6_S403_L001","SG3.6","Microbial Water","4","N","H","SG","Otu0147",0,6726
"6727",29752,"M_D5_SG3_7_S404_L001","SG3.7","Microbial Water","4","D","H","SG","Otu0147",10,6727
"6728",16084,"M_D5_SG3_8_S405_L001","SG3.8","Microbial Water","4","D","H","SG","Otu0147",0,6728
"6729",52361,"M_D5_SW1_1_S406_L001","SW1.1","Microbial Water","4","N","C","SW","Otu0147",0,6729
"6730",55623,"M_D5_SW1_2_S407_L001","SW1.2","Microbial Water","4","N","C","SW","Otu0147",0,6730
"6731",51254,"M_D5_SW1_3_S408_L001","SW1.3","Microbial Water","4","D","C","SW","Otu0147",0,6731
"6732",42549,"M_D5_SW1_4_S409_L001","SW1.4","Microbial Water","4","D","C","SW","Otu0147",0,6732
"6733",44768,"M_D5_SW1_5_S410_L001","SW1.5","Microbial Water","4","N","H","SW","Otu0147",0,6733
"6734",42813,"M_D5_SW1_6_S411_L001","SW1.6","Microbial Water","4","N","H","SW","Otu0147",0,6734
"6735",44578,"M_D5_SW1_7_S412_L001","SW1.7","Microbial Water","4","D","H","SW","Otu0147",0,6735
"6736",36076,"M_D5_SW1_8_S413_L001","SW1.8","Microbial Water","4","D","H","SW","Otu0147",0,6736
"6737",64191,"M_D5_SW2_1_S414_L001","SW2.1","Microbial Water","4","N","C","SW","Otu0147",11,6737
"6738",49930,"M_D5_SW2_2_S415_L001","SW2.2","Microbial Water","4","N","C","SW","Otu0147",0,6738
"6739",68028,"M_D5_SW2_3_S416_L001","SW2.3","Microbial Water","4","D","C","SW","Otu0147",0,6739
"6740",56080,"M_D5_SW2_4_S417_L001","SW2.4","Microbial Water","4","D","C","SW","Otu0147",0,6740
"6741",49549,"M_D5_SW2_5_S418_L001","SW2.5","Microbial Water","4","N","H","SW","Otu0147",0,6741
"6742",53283,"M_D5_SW2_6_S419_L001","SW2.6","Microbial Water","4","N","H","SW","Otu0147",0,6742
"6743",56698,"M_D5_SW2_7_S420_L001","SW2.7","Microbial Water","4","D","H","SW","Otu0147",0,6743
"6744",44364,"M_D5_SW2_8_S421_L001","SW2.8","Microbial Water","4","D","H","SW","Otu0147",0,6744
"6745",44526,"M_D5_SW3_1_S422_L001","SW3.1","Microbial Water","4","N","C","SW","Otu0147",0,6745
"6746",47849,"M_D5_SW3_2_S423_L001","SW3.2","Microbial Water","4","N","C","SW","Otu0147",0,6746
"6747",45819,"M_D5_SW3_3_S424_L001","SW3.3","Microbial Water","4","D","C","SW","Otu0147",0,6747
