"","component","grpvar","term","grp","condval","condsd"
"cond.243","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0023",-0.105043650238316,0.42640431242879
"cond.244","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0024",0.0130845636588397,0.426022370232252
"cond.245","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0031",-0.44655291030013,0.457829774880987
"cond.246","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0036",-0.146386583235901,0.434049512570593
"cond.247","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0038",0.126465221220864,0.426923173739384
"cond.248","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0043",-0.0325764814241326,0.425986604274473
"cond.249","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0044",-0.116190705328931,0.430909951779039
"cond.250","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0049",0.272482260935383,0.430635686135729
"cond.251","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0052",0.0781097551424982,0.426283870039719
"cond.252","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0053",-0.0570586395505132,0.455631955719515
"cond.253","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0056",0.0878342189385653,0.426694683202832
"cond.254","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0070",0.0660345282917917,0.437180219428272
"cond.255","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0079",5.15646529759088e-05,0.434614086421623
"cond.256","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0084",0.321011898548839,0.431401518354372
"cond.257","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0086",0.179083322117434,0.441730743468779
"cond.258","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0092",-0.0953517522557696,0.452981739526648
"cond.259","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0096",0.0402608723128593,0.442709756134373
"cond.260","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0147",0.0477141965835155,0.433854697443478
"cond.261","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0158",-0.00193115093444668,0.464772865895661
"cond.262","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0162",-0.137570641550086,0.451347653752423
"cond.263","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0163",-0.0669595447257215,0.455513637779376
"cond.264","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0195",-0.0924057524377854,0.453156185006943
"cond.265","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0218",-0.000938559770954426,0.464991455868291
"cond.266","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0227",-0.0159526047089778,0.462036291772527
"cond.267","cond","mesocosm:variable","(Intercept)","OL1.5:Otu0300",-0.00726320540589168,0.46365833321181
"cond.268","cond","mesocosm:variable","(Intercept)","OL1.6:Otu0001",-0.0632518330631703,0.411116725688288
"cond.269","cond","mesocosm:variable","(Intercept)","OL1.6:Otu0002",-0.0509774478350957,0.410796170810826
